# ----------------------------------------						
# wiki.ubc.ca						
# Math Exam Resource Wiki						
# 20120101-20131127						
# ----------------------------------------						
						
Page	Pageviews	Unique Pageviews	Unique Visitors	Avg. Time on Page	Pages / Visit	Visit Duration
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_1_(a)	1,040	866	647	00:03:22	18.25	44:07:00
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(n)	1,034	911	782	00:02:28	31.33	15:55:26
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_6	1,034	872	662	00:04:39	13.79	22:41:44
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(l)	1,025	911	791	00:03:17	21.35	10:12:42
/Science:Math_Exam_Resources/Courses/MATH220/April_2011	1,025	504	321	00:00:25	13.67	20:31:58
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(d)	1,022	851	731	00:04:21	24.33	20:04:20
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_8	1,013	836	644	00:06:25	13.51	22:57:40
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(h)	1,013	920	821	00:01:59	30.7	24:20:59
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(j)	998	911	809	00:02:53	27.72	09:32:36
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_8_(a)	989	851	683	00:03:33	9.99	46:14:19
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_2_(a)	989	818	572	00:04:15	8.68	34:36:39
/Science:Math_Exam_Resources/Courses/MATH100/December_2011	980	566	411	00:00:34	16.33	15:46:14
/Science:Math_Exam_Resources/Courses/MATH110/December_2011	974	563	363	00:00:39	10.82	25:58:06
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_1_(a)	968	818	536	00:02:44	16.98	28:15:40
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(b)	956	860	725	00:02:17	21.24	21:13:01
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_3	947	773	599	00:04:02	12.63	42:02:43
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(d)	944	797	665	00:02:41	14.98	20:43:24
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_8	923	662	486	00:04:14	7.33	52:10:32
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_5_(b)	923	800	683	00:02:59	27.97	19:50:18
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(e)	920	776	635	00:02:49	27.88	07:30:19
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_4	920	764	611	00:06:23	10.57	20:27:34
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_3_(b)	911	674	596	00:03:45	33.74	13:12:47
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_4_(a)	911	758	545	00:05:42	23.36	17:25:17
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(k)	908	776	587	00:04:52	9.46	14:09:32
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(g)	908	761	611	00:03:28	20.18	18:52:42
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(m)	902	785	638	00:05:00	23.13	06:51:09
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_1_(a)	890	791	656	00:03:10	59.33	09:38:02
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_4	887	668	510	00:06:19	11.37	32:13:11
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_A01	884	788	626	00:01:06	11.33	49:38:55
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_4_(b)	881	734	599	00:05:51	12.77	25:41:46
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_4_(a)	869	722	578	00:04:15	22.28	17:37:44
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_5_(b)	869	599	504	00:03:53	24.14	15:59:19
/Science:Math_Exam_Resources/Courses/MATH110/April_2012	869	527	300	00:00:48	13.79	15:21:01
/Science:Math_Exam_Resources/Courses/MATH221/December_2011	866	545	342	00:00:49	9.62	24:27:05
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_1_(c)	863	734	608	00:03:19	11.06	37:02:21
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(d)	863	692	566	00:03:53	7.02	49:23:41
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(c)	863	770	665	00:05:26	19.18	24:27:56
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(l)	863	785	674	00:03:40	6.12	38:30:10
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_2_(b)	863	725	554	00:04:04	15.14	29:12:12
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_6_(b)	851	710	542	00:05:33	12.89	20:15:38
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_7_(a)	851	710	551	00:03:56	9.46	25:35:37
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(a)	848	746	605	00:03:53	23.56	25:37:52
/Science:Math_Exam_Resources/Courses/MATH152/April_2011/Question_A15	845	695	554	00:06:50	8.28	26:46:36
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(b)	836	692	590	00:04:23	15.48	35:46:08
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(f)	836	743	632	00:04:08	23.22	09:26:15
/Science:Math_Exam_Resources/Courses/MATH110/April_2011	830	450	282	00:00:16	15.37	15:56:38
/Science:Math_Exam_Resources/Courses/MATH103/April_2010/Question_8	815	680	539	00:07:37	13.58	25:30:04
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_6_(a)	815	680	560	00:02:14	18.11	20:44:42
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_2	815	665	548	00:02:51	12.94	21:35:09
/Science:Math_Exam_Resources/Courses/MATH110/December_2010	812	459	303	00:00:43	9.02	24:26:50
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_8_(b)	809	689	581	00:02:30	20.74	25:29:01
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_2_(c)	800	695	533	00:05:34	26.67	22:58:43
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_6_(a)	800	677	518	00:02:35	12.7	23:44:58
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_2_(a)	797	599	483	00:04:40	33.21	12:04:06
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(h)	797	689	596	00:01:52	29.52	08:15:10
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_3_(a)	797	704	530	00:05:28	15.63	31:53:09
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(n)	785	692	596	00:05:16	10.47	30:14:51
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_5_(a)	785	665	545	00:02:45	11.89	17:16:18
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(a)	785	698	518	00:05:49	13.08	21:21:34
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_5_(a)	776	665	560	00:02:26	14.37	48:55:19
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_5_(c)	776	614	527	00:03:49	86.22	02:26:31
