# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20130101-20130430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Unique Visitors,Avg. Time on Page,Pages / Visit,Visit Duration
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(e),549,478,387,00:03:56,36.60,03:10:27
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_2_(a),546,479,380,00:04:19,16.55,19:40:47
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(f),537,465,367,00:04:00,15.34,10:39:39
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(c),536,473,389,00:04:02,24.36,12:29:49
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_1_(f),532,466,374,00:05:18,17.16,26:04:26
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_1_(i),530,452,339,00:04:50,10.39,07:57:34
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_5_(a),527,426,355,00:02:56,29.28,11:06:19
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_5_(b),526,410,343,00:02:57,22.87,07:48:47
/Science:Math_Exam_Resources/Courses/MATH105/April_2010/Question_1_(a),524,457,346,00:02:16,18.71,12:22:07
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_2_(b),517,458,371,00:05:43,14.36,16:24:19
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_2,511,446,373,00:04:37,23.23,09:36:38
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(i),510,450,355,00:03:18,10.20,12:34:52
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_1_(g),506,440,358,00:04:50,15.33,33:12:49
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_8_(d),503,426,357,00:02:39,23.95,14:47:41
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_1_(e),502,463,372,00:04:44,17.93,17:14:21
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_2_(c),502,450,369,00:05:42,20.92,17:26:45
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_2_(d),498,436,359,00:04:51,20.75,16:48:20
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_4,480,410,349,00:03:42,12.97,24:32:42
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_1_(b),471,421,364,00:03:42,16.82,30:13:39
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_1_(a),468,423,331,00:04:16,13.76,33:14:29
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_5_(c),465,410,343,00:04:14,19.38,16:00:48
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_6,463,399,337,00:06:55,18.52,07:09:50
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_5_(a),462,380,320,00:02:34,15.93,20:09:17
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_2_(f),458,418,349,00:04:59,20.82,07:42:22
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_2_(e),456,400,336,00:02:47,16.29,20:22:24
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_4_(d),456,347,303,00:01:37,45.60,02:35:13
/Science:Math_Exam_Resources/Courses/MATH101/April_2008,448,283,211,00:00:54,12.80,13:57:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_4,448,387,330,00:07:24,9.74,22:51:36
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(c),447,390,331,00:03:48,7.71,15:21:50
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(a),445,402,337,00:03:07,7.30,25:12:36
/Science:Math_Exam_Resources/Courses/MATH103/April_2009/Question_1_(a),443,394,277,00:03:30,11.08,15:13:42
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_4_(b),440,350,272,00:04:59,8.80,22:54:43
/Science:Math_Exam_Resources/Courses/MATH101/April_2010/Question_1_(a),433,399,356,00:02:16,27.06,11:37:40
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_9_(f),433,358,300,00:04:48,7.87,11:32:25
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_2_(a),429,337,263,00:04:13,9.75,25:10:52
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_4_(a),428,356,280,00:05:07,15.29,18:20:06
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_1_(b),425,356,300,00:05:13,10.90,19:07:56
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_2_(c),424,382,302,00:07:26,12.85,12:56:11
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_1_(j),423,374,295,00:06:10,10.07,14:22:22
/Science:Math_Exam_Resources/Courses/MATH101/April_2012/Question_1_(g),422,379,300,00:05:10,11.41,12:10:46
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_4_(f),421,339,296,00:02:01,140.33,00:51:57
