# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20120101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_1_(n),2694,2424,2042,00:04:32,17.16,76:29:48
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_2_(b),2682,2308,1934,00:01:46,24.61,31:10:38
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_1_(k),2673,2368,1994,00:02:30,26.47,60:31:34
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_2_(d),2665,2223,1873,00:02:34,22.78,44:54:19
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_1_(l),2649,2412,2010,00:02:01,41.39,25:38:37
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_6_(d),2589,2223,1789,00:02:23,17.86,39:37:31
/Science:Math_Exam_Resources/Courses/MATH101/April_2005,2581,1423,1045,00:00:47,16.44,92:17:19
/Science:Math_Exam_Resources/Courses/MATH104/December_2011/Question_6_(e),2521,2131,1656,00:03:22,13.93,52:23:19
/Science:Math_Exam_Resources/Courses/MATH220,2452,1701,917,00:00:41,2.93,207:49:40
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_6,2336,1982,1487,00:05:27,9.69,47:35:04
/Science:Math_Exam_Resources/Courses/MATH102/December_2011,2308,1371,796,00:00:40,5.52,196:50:12
/Science:Math_Exam_Resources/Courses/MATH105/April_2011/Question_1_(a),2292,1930,1403,00:04:43,10.56,79:09:33
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(e),2271,2026,1604,00:05:37,14.11,67:12:12
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_5,2267,1910,1455,00:05:26,8.18,101:46:35
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_2_(b),2251,1857,1407,00:04:37,9.50,40:22:49
/Science:Math_Exam_Resources/Courses/MATH102,2247,1713,949,00:00:46,2.91,248:35:15
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_1_(c),2199,1922,1552,00:03:36,16.53,68:04:44
/Science:Math_Exam_Resources/Courses/MATH104/December_2010/Question_3,2187,1930,1512,00:03:55,12.08,46:52:07
