"1/1/12",0
"1/2/12",0
"1/3/12",0
"1/4/12",0
"1/5/12",0
"1/6/12",0
"1/7/12",0
"1/8/12",0
"1/9/12",0
"1/10/12",0
"1/11/12",0
"1/12/12",0
"1/13/12",0
"1/14/12",0
"1/15/12",0
"1/16/12",0
"1/17/12",0
"1/18/12",0
"1/19/12",0
"1/20/12",0
"1/21/12",0
"1/22/12",0
"1/23/12",0
"1/24/12",0
"1/25/12",0
"1/26/12",0
"1/27/12",0
"1/28/12",0
"1/29/12",0
"1/30/12",0
"1/31/12",0
"2/1/12",0
"2/2/12",0
"2/3/12",0
"2/4/12",0
"2/5/12",0
"2/6/12",0
"2/7/12",0
"2/8/12",0
"2/9/12",0
"2/10/12",0
"2/11/12",0
"2/12/12",0
"2/13/12",0
"2/14/12",0
"2/15/12",0
"2/16/12",0
"2/17/12",0
"2/18/12",0
"2/19/12",0
"2/20/12",13
"2/21/12",4
"2/22/12",80
"2/23/12",9
"2/24/12",12
"2/25/12",6
"2/26/12",20
"2/27/12",154
"2/28/12",126
"2/29/12",90
"3/1/12",1045
"3/2/12",1954
"3/3/12",1420
"3/4/12",612
"3/5/12",863
"3/6/12",1380
"3/7/12",455
"3/8/12",633
"3/9/12",338
"3/10/12",255
"3/11/12",275
"3/12/12",539
"3/13/12",392
"3/14/12",85
"3/15/12",1018
"3/16/12",284
"3/17/12",527
"3/18/12",364
"3/19/12",184
"3/20/12",572
"3/21/12",469
"3/22/12",374
"3/23/12",950
"3/24/12",624
"3/25/12",660
"3/26/12",731
"3/27/12",1308
"3/28/12",1023
"3/29/12",2025
"3/30/12",1314
"3/31/12",926
"4/1/12",1216
"4/2/12",1444
"4/3/12",1701
"4/4/12",1811
"4/5/12",2198
"4/6/12",4474
"4/7/12",5302
"4/8/12",8588
"4/9/12",18190
"4/10/12",36691
"4/11/12",11490
"4/12/12",812
"4/13/12",849
"4/14/12",4920
"4/15/12",9870
"4/16/12",10873
"4/17/12",187
"4/18/12",240
"4/19/12",58
"4/20/12",110
"4/21/12",128
"4/22/12",20
"4/23/12",48
"4/24/12",44
"4/25/12",120
"4/26/12",14
"4/27/12",73
"4/28/12",134
"4/29/12",267
"4/30/12",17
"5/1/12",79
"5/2/12",33
"5/3/12",11
"5/4/12",25
"5/5/12",63
"5/6/12",41
"5/7/12",31
"5/8/12",9
"5/9/12",18
"5/10/12",63
"5/11/12",21
"5/12/12",7
"5/13/12",15
"5/14/12",40
"5/15/12",55
"5/16/12",4
"5/17/12",34
"5/18/12",8
"5/19/12",4
"5/20/12",14
"5/21/12",5
"5/22/12",7
"5/23/12",18
"5/24/12",25
"5/25/12",57
"5/26/12",5
"5/27/12",46
"5/28/12",24
"5/29/12",44
"5/30/12",77
"5/31/12",31
"6/1/12",10
"6/2/12",21
"6/3/12",3
"6/4/12",62
"6/5/12",13
"6/6/12",3
"6/7/12",11
"6/8/12",9
"6/9/12",16
"6/10/12",13
"6/11/12",12
"6/12/12",19
"6/13/12",39
"6/14/12",44
"6/15/12",35
"6/16/12",6
"6/17/12",13
"6/18/12",24
"6/19/12",39
"6/20/12",19
"6/21/12",11
"6/22/12",5
"6/23/12",4
"6/24/12",8
"6/25/12",20
"6/26/12",28
"6/27/12",12
"6/28/12",12
"6/29/12",1
"6/30/12",1
"7/1/12",31
"7/2/12",12
"7/3/12",90
"7/4/12",32
"7/5/12",4
"7/6/12",18
"7/7/12",35
"7/8/12",1
"7/9/12",39
"7/10/12",12
"7/11/12",8
"7/12/12",25
"7/13/12",28
"7/14/12",31
"7/15/12",42
"7/16/12",22
"7/17/12",75
"7/18/12",92
"7/19/12",41
"7/20/12",86
"7/21/12",93
"7/22/12",193
"7/23/12",151
"7/24/12",711
"7/25/12",1178
"7/26/12",2214
"7/27/12",2727
"7/28/12",467
"7/29/12",90
"7/30/12",15
"7/31/12",10
"8/1/12",11
"8/2/12",4
"8/3/12",10
"8/4/12",0
"8/5/12",3
"8/6/12",6
"8/7/12",15
"8/8/12",4
"8/9/12",2
"8/10/12",11
"8/11/12",1
"8/12/12",0
"8/13/12",12
"8/14/12",4
"8/15/12",22
"8/16/12",19
"8/17/12",9
"8/18/12",28
"8/19/12",33
"8/20/12",37
"8/21/12",4
"8/22/12",21
"8/23/12",28
"8/24/12",13
"8/25/12",25
"8/26/12",12
"8/27/12",30
"8/28/12",16
"8/29/12",16
"8/30/12",10
"8/31/12",11
"9/1/12",0
"9/2/12",21
"9/3/12",16
"9/4/12",5
"9/5/12",9
"9/6/12",13
"9/7/12",11
"9/8/12",11
"9/9/12",22
"9/10/12",16
"9/11/12",34
"9/12/12",10
"9/13/12",43
"9/14/12",21
"9/15/12",9
"9/16/12",9
"9/17/12",17
"9/18/12",16
"9/19/12",35
"9/20/12",47
"9/21/12",5
"9/22/12",146
"9/23/12",13
"9/24/12",205
"9/25/12",186
"9/26/12",298
"9/27/12",179
"9/28/12",181
"9/29/12",125
"9/30/12",221
"10/1/12",228
"10/2/12",147
"10/3/12",256
"10/4/12",266
"10/5/12",635
"10/6/12",353
"10/7/12",175
"10/8/12",333
"10/9/12",245
"10/10/12",87
"10/11/12",197
"10/12/12",101
"10/13/12",37
"10/14/12",48
"10/15/12",49
"10/16/12",30
"10/17/12",36
"10/18/12",24
"10/19/12",177
"10/20/12",57
"10/21/12",12
"10/22/12",25
"10/23/12",80
"10/24/12",153
"10/25/12",175
"10/26/12",50
"10/27/12",68
"10/28/12",206
"10/29/12",52
"10/30/12",68
"10/31/12",93
"11/1/12",39
"11/2/12",59
"11/3/12",42
"11/4/12",163
"11/5/12",229
"11/6/12",99
"11/7/12",300
"11/8/12",249
"11/9/12",68
"11/10/12",17
"11/11/12",55
"11/12/12",329
"11/13/12",21
"11/14/12",127
"11/15/12",253
"11/16/12",478
"11/17/12",171
"11/18/12",473
"11/19/12",253
"11/20/12",388
"11/21/12",275
"11/22/12",407
"11/23/12",657
"11/24/12",770
"11/25/12",460
"11/26/12",1084
"11/27/12",1580
"11/28/12",2130
"11/29/12",2913
"11/30/12",2395
"12/1/12",5876
"12/2/12",9856
"12/3/12",19662
"12/4/12",32428
"12/5/12",14256
"12/6/12",275
"12/7/12",205
"12/8/12",188
