# ----------------------------------------
# wiki.ubc.ca
# Math Exam Resource Wiki
# 20140101-20140430
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Users,Avg. Time on Page,Pages / Session,Session Duration
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_01_(c),623,542,403,00:06:54,28.32,11:20:27
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_05_(b),620,510,371,00:04:22,9.25,28:29:10
/Science:Math_Exam_Resources/Courses/MATH220,615,462,266,00:00:40,2.49,75:04:54
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_08_(b),611,526,409,00:02:26,55.55,02:00:31
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_01_(f),608,553,487,00:04:54,32.00,15:46:07
/Science:Math_Exam_Resources/Courses/MATH101/April_2005,596,362,254,00:01:09,12.68,28:25:16
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_08,594,519,438,00:07:33,17.47,24:15:11
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_06_(a),591,502,434,00:04:32,31.11,12:58:18
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_05_(a),581,472,400,00:05:19,15.70,26:03:56
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_04_(a),580,523,434,00:07:03,11.37,32:54:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_01_(b),578,535,470,00:04:02,14.82,36:10:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_02_(b),578,525,461,00:05:47,34.00,12:13:02
/Science:Math_Exam_Resources/Courses/MATH105/April_2009,576,361,260,00:01:24,14.77,23:14:42
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_04_(d),573,514,443,00:04:58,22.92,12:43:31
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_07,572,502,431,00:06:30,23.83,18:17:44
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_01,563,488,381,00:02:36,7.93,58:59:03
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_01_(j),559,521,465,00:03:33,21.50,21:20:40
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_07_(b),558,433,338,00:02:52,69.75,07:19:41
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_01_(a),553,509,448,00:02:48,16.76,39:57:30
/Science:Math_Exam_Resources/Courses/MATH104,547,394,265,00:00:41,3.14,45:53:13
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_04_(c),546,497,432,00:04:44,22.75,30:23:54
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_05_(b),545,422,371,00:03:53,28.68,11:53:52
/Science:Math_Exam_Resources/Courses/MATH215,541,394,217,00:00:36,7.03,24:27:38
/Science:Math_Exam_Resources/Courses/MATH220/December_2011,541,328,194,00:01:16,13.52,19:38:01
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_04_(b),538,431,333,00:05:49,33.62,08:24:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_03_(a),536,493,429,00:04:45,19.14,16:30:33
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_04_(a),532,460,363,00:05:36,14.00,23:54:23
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_06_(b),531,431,365,00:05:14,16.09,17:31:30
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_01_(d),529,475,424,00:04:06,33.06,11:04:05
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_01_(c),528,489,440,00:02:51,40.62,09:24:07
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_01_(a),524,457,345,00:03:55,11.64,39:40:12
/Science:Math_Exam_Resources/Courses/MATH215/December_2013,516,255,153,00:00:35,24.57,10:36:42
/Science:Math_Exam_Resources/Courses/MATH100,514,372,277,00:00:37,4.43,33:39:40
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_08_(b),514,455,368,00:04:39,13.89,16:10:32
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_07_(e),513,416,315,00:02:43,25.65,15:56:00
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_03_(b),511,472,411,00:08:22,15.97,23:56:42
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_04_(b),505,462,411,00:05:16,20.20,16:13:40
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_07_(d),505,406,324,00:03:10,45.91,04:00:52
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_07_(c),501,413,323,00:01:50,100.20,05:40:16
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_02_(a),499,454,359,00:05:10,11.88,29:36:19
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_02_(a),496,466,418,00:03:40,31.00,18:31:56
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_05,496,429,365,00:04:47,19.84,31:06:55
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_04,480,402,357,00:04:15,36.92,11:43:30
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_11,480,403,342,00:04:35,43.64,17:38:03
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_B_06_(b),480,352,270,00:07:24,20.87,07:03:53
/Science:Math_Exam_Resources/Courses/MATH103/April_2011/Question_02_(c),475,402,277,00:06:18,11.05,20:37:47
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_03_(a),473,418,337,00:05:56,18.92,16:43:37
/Science:Math_Exam_Resources/Courses/MATH103/April_2013/Question_06_(c),472,366,301,00:03:25,59.00,08:13:47
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_1_(a),468,383,342,00:01:30,52.00,04:01:47
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_02_(b),467,425,345,00:04:27,25.94,08:45:23
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_04_(b),464,396,329,00:03:11,22.10,15:50:23
/Science:Math_Exam_Resources/Courses/MATH257/December_2011,464,292,178,00:00:50,9.87,09:02:33
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_06_(a),460,391,321,00:03:06,27.06,11:48:40
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_07,452,404,347,00:03:28,30.13,17:00:44
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_15,452,405,335,00:04:28,13.70,31:33:57
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_02_(c),449,401,317,00:06:09,16.63,15:34:10
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_08_(a),441,389,316,00:05:31,13.78,28:19:56
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_06,441,391,335,00:02:45,23.21,17:54:11
/Science:Math_Exam_Resources/Courses/MATH221/December_2011,439,291,196,00:00:48,12.91,19:59:13
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_B_01_(b),436,352,306,00:04:35,62.29,02:47:54
/Science:Math_Exam_Resources/Courses/MATH221/April_2013/Question_07_(a),436,260,156,00:03:46,10.63,20:14:12
/Science:Math_Exam_Resources/Contest,431,337,272,00:03:00,4.95,22:37:02
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_B_05_(b),431,338,281,00:06:30,21.55,06:35:19
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_02_(c),430,399,334,00:05:56,19.55,19:01:33
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_08,429,386,340,00:03:38,35.75,12:59:55
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_02,425,366,325,00:02:56,35.42,12:44:51
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_B_03_(b),424,343,297,00:03:07,53.00,07:04:18
/Science:Math_Exam_Resources/Courses/MATH103/April_2012/Question_01_(b),422,349,295,00:03:27,28.13,09:33:23
/Science:Math_Exam_Resources/Courses/MATH101/April_2011/Question_05_(c),421,359,318,00:02:52,38.27,11:00:09
/Science:Math_Exam_Resources/Courses/MATH105/April_2012/Question_05_(b),421,369,310,00:04:18,22.16,09:47:25
/Science:Math_Exam_Resources/Courses/MATH152/April_2013/Question_A_14,421,383,334,00:05:33,21.05,08:22:56
